Enrolled_ID,Name,Date,Year,Branch,Total no.of Lec,Lec_Attended_Percentage,M1,CP,BEE,DBR,DSA,M3,OOPs,DESIGN,WEB,DMS,LLE,DIGITAL
48,Amparo Kramer,2021-02-16,3,COMPS,3,66.67,,,,,,,1.0,0.0,1.0,,,
49,Diane Sanchez,2021-02-16,3,COMPS,3,66.67,,,,,,,1.0,1.0,0.0,,,
50,Ernestina Soderlund,2021-02-16,3,COMPS,3,66.67,,,,,,,1.0,1.0,0.0,,,
51,Jimmie Mulder,2021-02-16,3,COMPS,3,66.67,,,,,,,0.0,1.0,1.0,,,
52,Edward Eskind,2021-02-16,3,COMPS,3,33.33,,,,,,,1.0,0.0,0.0,,,
53,Clarence Doughtry,2021-02-16,3,COMPS,3,66.67,,,,,,,1.0,0.0,1.0,,,
54,Donna Mullins,2021-02-16,3,COMPS,3,33.33,,,,,,,0.0,1.0,0.0,,,
55,Joseph Thomas,2021-02-16,3,COMPS,3,33.33,,,,,,,0.0,1.0,0.0,,,
56,Carroll Moss,2021-02-16,3,COMPS,3,33.33,,,,,,,0.0,0.0,1.0,,,
57,James Bush,2021-02-16,3,COMPS,3,66.67,,,,,,,1.0,1.0,0.0,,,
58,Terry Ferdig,2021-02-16,3,COMPS,3,33.33,,,,,,,0.0,1.0,0.0,,,
59,Young Sweet,2021-02-16,3,COMPS,3,66.67,,,,,,,1.0,1.0,0.0,,,
60,Wendy Harmon,2021-02-16,3,COMPS,3,66.67,,,,,,,1.0,1.0,0.0,,,
1,Malinda Lumpkin,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,0.0,1.0,1.0
2,Arthur Dunn,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,1.0,0.0,1.0
3,William Ellis,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,1.0,0.0,1.0
4,Nicole Mitchell,2021-02-16,4,COMPS,3,0.0,,,,,,,,,,0.0,0.0,0.0
5,Bruce Dawson,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,1.0,1.0,0.0
6,Christopher Mcelyea,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,0.0,1.0,1.0
7,David Krans,2021-02-16,4,COMPS,3,100.0,,,,,,,,,,1.0,1.0,1.0
8,Janice Borman,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,1.0,1.0,0.0
9,Tina Mccosker,2021-02-16,4,COMPS,3,0.0,,,,,,,,,,0.0,0.0,0.0
10,Gloria Nelson,2021-02-16,4,COMPS,3,0.0,,,,,,,,,,0.0,0.0,0.0
11,John Crowner,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,0.0,0.0,1.0
12,Shirley Hayes,2021-02-16,4,COMPS,3,0.0,,,,,,,,,,0.0,0.0,0.0
13,Ila Lecompte,2021-02-16,4,COMPS,3,100.0,,,,,,,,,,1.0,1.0,1.0
14,Michelle Dennis,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,0.0,1.0,0.0
15,Rita Tritto,2021-02-16,4,COMPS,3,0.0,,,,,,,,,,0.0,0.0,0.0
16,Brian Hanna,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,0.0,0.0,1.0
17,John Webb,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,0.0,1.0,1.0
18,Thomas Matyas,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,1.0,1.0,0.0
19,Laura Williams,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,0.0,0.0,1.0
20,Forrest Sain,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,0.0,1.0,1.0
21,Scott Opland,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,1.0,0.0,0.0
22,Nellie Brasfield,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,1.0,0.0,1.0
23,Jermaine Malone,2021-02-16,4,COMPS,3,100.0,,,,,,,,,,1.0,1.0,1.0
24,Christopher Anderson,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,0.0,1.0,1.0
25,Carole Wolfe,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,0.0,1.0,1.0
26,Bobby Myers,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,0.0,0.0,1.0
27,Laurie Echard,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,1.0,0.0,0.0
28,Barbara Highland,2021-02-16,4,COMPS,3,0.0,,,,,,,,,,0.0,0.0,0.0
29,Olen Bock,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,0.0,1.0,0.0
30,William Shirley,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,0.0,0.0,1.0
31,Rodney Faul,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,1.0,0.0,1.0
32,Justin Phelps,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,1.0,0.0,1.0
33,Charles Banks,2021-02-16,4,COMPS,3,0.0,,,,,,,,,,0.0,0.0,0.0
34,Anne Gardea,2021-02-16,4,COMPS,3,100.0,,,,,,,,,,1.0,1.0,1.0
35,Michael Wells,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,1.0,0.0,1.0
36,Janet Pugmire,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,0.0,1.0,1.0
37,Robert Donatich,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,1.0,0.0,0.0
38,Jessica Griffis,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,0.0,0.0,1.0
39,Eugene Blackwood,2021-02-16,4,COMPS,3,100.0,,,,,,,,,,1.0,1.0,1.0
40,Christopher Hallenbeck,2021-02-16,4,COMPS,3,100.0,,,,,,,,,,1.0,1.0,1.0
41,Brian Rountree,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,0.0,1.0,1.0
42,Richard Fiscus,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,1.0,1.0,0.0
43,Ginger Schwartz,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,0.0,0.0,1.0
44,Jeffrey Molnar,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,1.0,0.0,1.0
45,Stephanie Smith,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,0.0,1.0,1.0
46,Tammara Quillen,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,1.0,0.0,0.0
47,Sandra Gillespie,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,1.0,1.0,0.0
48,Kirk Thomas,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,1.0,1.0,0.0
49,Theresa Kocon,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,1.0,0.0,0.0
50,Victoria Galante,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,1.0,0.0,0.0
51,Brent Barnhill,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,0.0,1.0,1.0
52,Maria Clay,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,1.0,0.0,0.0
53,Alvin Manfredi,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,0.0,0.0,1.0
54,Greg Gutkowski,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,1.0,0.0,1.0
55,Jill Edwards,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,0.0,1.0,0.0
56,Margarita Garcia,2021-02-16,4,COMPS,3,100.0,,,,,,,,,,1.0,1.0,1.0
57,Tiffany Baker,2021-02-16,4,COMPS,3,33.33,,,,,,,,,,0.0,0.0,1.0
58,Steven Sechrist,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,1.0,1.0,0.0
59,Jerome Mcdermott,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,1.0,0.0,1.0
60,Thomas Hoover,2021-02-16,4,COMPS,3,66.67,,,,,,,,,,1.0,1.0,0.0
1,Thomas Moon,2021-02-17,1,COMPS,3,66.67,0.0,1.0,1.0,,,,,,,,,
2,Timothy Frey,2021-02-17,1,COMPS,3,66.67,1.0,1.0,0.0,,,,,,,,,
3,John Neal,2021-02-17,1,COMPS,3,33.33,0.0,0.0,1.0,,,,,,,,,
4,Nellie Gomez,2021-02-17,1,COMPS,3,33.33,0.0,0.0,1.0,,,,,,,,,
5,Robin Trilli,2021-02-17,1,COMPS,3,66.67,1.0,0.0,1.0,,,,,,,,,
6,Troy Johnston,2021-02-17,1,COMPS,3,66.67,1.0,1.0,0.0,,,,,,,,,
7,Helen Booker,2021-02-17,1,COMPS,3,66.67,1.0,1.0,0.0,,,,,,,,,
8,Eric Jordan,2021-02-17,1,COMPS,3,33.33,0.0,1.0,0.0,,,,,,,,,
9,Natalie Lopez,2021-02-17,1,COMPS,3,33.33,0.0,0.0,1.0,,,,,,,,,
10,John Watson,2021-02-17,1,COMPS,3,33.33,0.0,0.0,1.0,,,,,,,,,
11,Anthony Broome,2021-02-17,1,COMPS,3,33.33,1.0,0.0,0.0,,,,,,,,,
12,Sharon Bunn,2021-02-17,1,COMPS,3,0.0,0.0,0.0,0.0,,,,,,,,,
13,Kathy George,2021-02-17,1,COMPS,3,100.0,1.0,1.0,1.0,,,,,,,,,
14,Stephanie Mosher,2021-02-17,1,COMPS,3,66.67,1.0,0.0,1.0,,,,,,,,,
15,Helga Gartner,2021-02-17,1,COMPS,3,33.33,0.0,0.0,1.0,,,,,,,,,
16,Joseph Troutman,2021-02-17,1,COMPS,3,0.0,0.0,0.0,0.0,,,,,,,,,
17,Mildred Torres,2021-02-17,1,COMPS,3,66.67,1.0,0.0,1.0,,,,,,,,,
18,Elizabeth Polhemus,2021-02-17,1,COMPS,3,0.0,0.0,0.0,0.0,,,,,,,,,
19,Monique Harrison,2021-02-17,1,COMPS,3,66.67,0.0,1.0,1.0,,,,,,,,,
20,Myrtle Turek,2021-02-17,1,COMPS,3,33.33,0.0,0.0,1.0,,,,,,,,,
21,John Hollenbeck,2021-02-17,1,COMPS,3,100.0,1.0,1.0,1.0,,,,,,,,,
22,Joyce Wagner,2021-02-17,1,COMPS,3,66.67,0.0,1.0,1.0,,,,,,,,,
23,Matthew Logan,2021-02-17,1,COMPS,3,66.67,0.0,1.0,1.0,,,,,,,,,
24,Cory Laflamme,2021-02-17,1,COMPS,3,33.33,0.0,1.0,0.0,,,,,,,,,
25,Brian Burkett,2021-02-17,1,COMPS,3,66.67,1.0,1.0,0.0,,,,,,,,,
26,Steven Berumen,2021-02-17,1,COMPS,3,66.67,1.0,0.0,1.0,,,,,,,,,
27,David Bowman,2021-02-17,1,COMPS,3,33.33,1.0,0.0,0.0,,,,,,,,,
28,Carolina Barcellos,2021-02-17,1,COMPS,3,33.33,0.0,0.0,1.0,,,,,,,,,
29,Many Goldston,2021-02-17,1,COMPS,3,0.0,0.0,0.0,0.0,,,,,,,,,
30,Robert Scott,2021-02-17,1,COMPS,3,33.33,0.0,0.0,1.0,,,,,,,,,
31,Ronald Collier,2021-02-17,1,COMPS,3,33.33,1.0,0.0,0.0,,,,,,,,,
32,Robert Mckinney,2021-02-17,1,COMPS,3,66.67,0.0,1.0,1.0,,,,,,,,,
33,Rodger Holland,2021-02-17,1,COMPS,3,66.67,1.0,0.0,1.0,,,,,,,,,
34,Jesse Italia,2021-02-17,1,COMPS,3,66.67,1.0,1.0,0.0,,,,,,,,,
35,Richard Schmidt,2021-02-17,1,COMPS,3,66.67,1.0,1.0,0.0,,,,,,,,,
36,Mary Robinson,2021-02-17,1,COMPS,3,0.0,0.0,0.0,0.0,,,,,,,,,
37,Kevin Henry,2021-02-17,1,COMPS,3,66.67,1.0,0.0,1.0,,,,,,,,,
38,Jean Westfall,2021-02-17,1,COMPS,3,66.67,1.0,1.0,0.0,,,,,,,,,
39,Patricia Jones,2021-02-17,1,COMPS,3,33.33,0.0,1.0,0.0,,,,,,,,,
40,Paul Nicholson,2021-02-17,1,COMPS,3,0.0,0.0,0.0,0.0,,,,,,,,,
41,Stephen Melendez,2021-02-17,1,COMPS,3,33.33,1.0,0.0,0.0,,,,,,,,,
42,Emily Nikolai,2021-02-17,1,COMPS,3,0.0,0.0,0.0,0.0,,,,,,,,,
43,Laura Barker,2021-02-17,1,COMPS,3,66.67,1.0,1.0,0.0,,,,,,,,,
44,Marylee Hampton,2021-02-17,1,COMPS,3,33.33,1.0,0.0,0.0,,,,,,,,,
45,Mary Coria,2021-02-17,1,COMPS,3,66.67,1.0,0.0,1.0,,,,,,,,,
46,Timothy Greeson,2021-02-17,1,COMPS,3,33.33,1.0,0.0,0.0,,,,,,,,,
47,Dean Blakey,2021-02-17,1,COMPS,3,66.67,1.0,0.0,1.0,,,,,,,,,
48,Sandra Davis,2021-02-17,1,COMPS,3,0.0,0.0,0.0,0.0,,,,,,,,,
49,Queen Giles,2021-02-17,1,COMPS,3,33.33,0.0,1.0,0.0,,,,,,,,,
50,Anthony Toombs,2021-02-17,1,COMPS,3,66.67,1.0,0.0,1.0,,,,,,,,,
51,James Edrington,2021-02-17,1,COMPS,3,0.0,0.0,0.0,0.0,,,,,,,,,
52,Imelda Dupas,2021-02-17,1,COMPS,3,33.33,0.0,1.0,0.0,,,,,,,,,
53,Caroline Slaughter,2021-02-17,1,COMPS,3,33.33,0.0,1.0,0.0,,,,,,,,,
54,Jose Johnson,2021-02-17,1,COMPS,3,66.67,1.0,1.0,0.0,,,,,,,,,
55,Carl Elder,2021-02-17,1,COMPS,3,66.67,1.0,1.0,0.0,,,,,,,,,
56,Marguerite Hamilton,2021-02-17,1,COMPS,3,66.67,0.0,1.0,1.0,,,,,,,,,
57,David Danker,2021-02-17,1,COMPS,3,66.67,0.0,1.0,1.0,,,,,,,,,
58,Donald Ingram,2021-02-17,1,COMPS,3,33.33,1.0,0.0,0.0,,,,,,,,,
59,Nell Truong,2021-02-17,1,COMPS,3,33.33,0.0,1.0,0.0,,,,,,,,,
60,Augustus Daniels,2021-02-17,1,COMPS,3,66.67,1.0,1.0,0.0,,,,,,,,,
1,Ricardo Jennings,2021-02-17,2,COMPS,3,100.0,,,,1.0,1.0,1.0,,,,,,
2,Alicia Sexton,2021-02-17,2,COMPS,3,33.33,,,,1.0,0.0,0.0,,,,,,
3,Alex Lester,2021-02-17,2,COMPS,3,66.67,,,,1.0,0.0,1.0,,,,,,
4,Ruby Combs,2021-02-17,2,COMPS,3,66.67,,,,1.0,1.0,0.0,,,,,,
5,Benjamin Jackson,2021-02-17,2,COMPS,3,66.67,,,,0.0,1.0,1.0,,,,,,
6,Eleonora Raynor,2021-02-17,2,COMPS,3,33.33,,,,0.0,0.0,1.0,,,,,,
7,Joseph Ramirez,2021-02-17,2,COMPS,3,66.67,,,,1.0,1.0,0.0,,,,,,
8,Robert Blevins,2021-02-17,2,COMPS,3,0.0,,,,0.0,0.0,0.0,,,,,,
9,Florence Jackson,2021-02-17,2,COMPS,3,100.0,,,,1.0,1.0,1.0,,,,,,
10,Sharon Lundborg,2021-02-17,2,COMPS,3,100.0,,,,1.0,1.0,1.0,,,,,,
11,Cassandra Crowe,2021-02-17,2,COMPS,3,66.67,,,,0.0,1.0,1.0,,,,,,
12,Brian Mackey,2021-02-17,2,COMPS,3,66.67,,,,0.0,1.0,1.0,,,,,,
13,Thomas Irizarry,2021-02-17,2,COMPS,3,33.33,,,,1.0,0.0,0.0,,,,,,
14,Beatrice Torrey,2021-02-17,2,COMPS,3,66.67,,,,1.0,0.0,1.0,,,,,,
15,Lula Garcia,2021-02-17,2,COMPS,3,33.33,,,,0.0,1.0,0.0,,,,,,
16,Sau Tomblin,2021-02-17,2,COMPS,3,33.33,,,,0.0,0.0,1.0,,,,,,
17,Nicole Flores,2021-02-17,2,COMPS,3,100.0,,,,1.0,1.0,1.0,,,,,,
18,Roscoe Metge,2021-02-17,2,COMPS,3,66.67,,,,0.0,1.0,1.0,,,,,,
19,Christy Hanson,2021-02-17,2,COMPS,3,33.33,,,,0.0,1.0,0.0,,,,,,
20,Isabel German,2021-02-17,2,COMPS,3,66.67,,,,1.0,1.0,0.0,,,,,,
21,Corey Cremona,2021-02-17,2,COMPS,3,100.0,,,,1.0,1.0,1.0,,,,,,
22,Tony Mendez,2021-02-17,2,COMPS,3,66.67,,,,1.0,1.0,0.0,,,,,,
23,Margaret Dubois,2021-02-17,2,COMPS,3,33.33,,,,0.0,1.0,0.0,,,,,,
24,Dorothy Kama,2021-02-17,2,COMPS,3,66.67,,,,1.0,0.0,1.0,,,,,,
25,Brittany Jackson,2021-02-17,2,COMPS,3,66.67,,,,1.0,0.0,1.0,,,,,,
26,Tara Schmitt,2021-02-17,2,COMPS,3,66.67,,,,1.0,0.0,1.0,,,,,,
27,Nadine Johnson,2021-02-17,2,COMPS,3,33.33,,,,1.0,0.0,0.0,,,,,,
28,Cheri Morris,2021-02-17,2,COMPS,3,66.67,,,,0.0,1.0,1.0,,,,,,
29,Lawanda Weiss,2021-02-17,2,COMPS,3,0.0,,,,0.0,0.0,0.0,,,,,,
30,Gail Swanson,2021-02-17,2,COMPS,3,100.0,,,,1.0,1.0,1.0,,,,,,
31,Ruth Cox,2021-02-17,2,COMPS,3,100.0,,,,1.0,1.0,1.0,,,,,,
32,Mathew Oliver,2021-02-17,2,COMPS,3,0.0,,,,0.0,0.0,0.0,,,,,,
33,Melba Lee,2021-02-17,2,COMPS,3,33.33,,,,0.0,0.0,1.0,,,,,,
34,Sharon Roberson,2021-02-17,2,COMPS,3,66.67,,,,1.0,1.0,0.0,,,,,,
35,Mary Stanfill,2021-02-17,2,COMPS,3,33.33,,,,0.0,0.0,1.0,,,,,,
36,Jean Williams,2021-02-17,2,COMPS,3,66.67,,,,1.0,0.0,1.0,,,,,,
37,Kathryn Trongone,2021-02-17,2,COMPS,3,33.33,,,,0.0,1.0,0.0,,,,,,
38,Mark Gordon,2021-02-17,2,COMPS,3,33.33,,,,0.0,1.0,0.0,,,,,,
39,Conrad Mccaskill,2021-02-17,2,COMPS,3,66.67,,,,1.0,1.0,0.0,,,,,,
40,Kory Inouye,2021-02-17,2,COMPS,3,33.33,,,,1.0,0.0,0.0,,,,,,
41,Anne Gerardi,2021-02-17,2,COMPS,3,33.33,,,,0.0,1.0,0.0,,,,,,
42,Lorenzo Whyte,2021-02-17,2,COMPS,3,33.33,,,,0.0,0.0,1.0,,,,,,
43,Sean Priolo,2021-02-17,2,COMPS,3,0.0,,,,0.0,0.0,0.0,,,,,,
44,Courtney Cadiz,2021-02-17,2,COMPS,3,33.33,,,,0.0,1.0,0.0,,,,,,
45,Michael Martinez,2021-02-17,2,COMPS,3,33.33,,,,0.0,0.0,1.0,,,,,,
46,Judith Riley,2021-02-17,2,COMPS,3,33.33,,,,0.0,0.0,1.0,,,,,,
47,Rodney Straugter,2021-02-17,2,COMPS,3,66.67,,,,1.0,1.0,0.0,,,,,,
48,Jimmie Spaulding,2021-02-17,2,COMPS,3,0.0,,,,0.0,0.0,0.0,,,,,,
49,Cynthia Sherman,2021-02-17,2,COMPS,3,66.67,,,,0.0,1.0,1.0,,,,,,
50,Elaine Woock,2021-02-17,2,COMPS,3,100.0,,,,1.0,1.0,1.0,,,,,,
51,Timothy Frasier,2021-02-17,2,COMPS,3,33.33,,,,1.0,0.0,0.0,,,,,,
52,Carolyn Calhoun,2021-02-17,2,COMPS,3,33.33,,,,0.0,1.0,0.0,,,,,,
53,Juan Ford,2021-02-17,2,COMPS,3,66.67,,,,0.0,1.0,1.0,,,,,,
54,Nicky Pringle,2021-02-17,2,COMPS,3,66.67,,,,0.0,1.0,1.0,,,,,,
55,Mark Clark,2021-02-17,2,COMPS,3,66.67,,,,1.0,1.0,0.0,,,,,,
56,Chang Garcia,2021-02-17,2,COMPS,3,66.67,,,,1.0,0.0,1.0,,,,,,
57,Shirley Cardona,2021-02-17,2,COMPS,3,33.33,,,,0.0,0.0,1.0,,,,,,
58,Tyron Scheuer,2021-02-17,2,COMPS,3,33.33,,,,0.0,1.0,0.0,,,,,,
59,David Thompson,2021-02-17,2,COMPS,3,33.33,,,,1.0,0.0,0.0,,,,,,
60,Alexander Heilman,2021-02-17,2,COMPS,3,33.33,,,,1.0,0.0,0.0,,,,,,
1,Ann Parsons,2021-02-17,3,COMPS,3,0.0,,,,,,,0.0,0.0,0.0,,,
2,Joanne Liu,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,1.0,0.0,,,
3,Adele Michel,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,1.0,0.0,,,
4,Dan Raya,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,0.0,1.0,,,
5,Sarah Solares,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,0.0,1.0,,,
6,Charles Boothe,2021-02-17,3,COMPS,3,33.33,,,,,,,1.0,0.0,0.0,,,
7,Miles Crawford,2021-02-17,3,COMPS,3,33.33,,,,,,,1.0,0.0,0.0,,,
8,Kennith Shinabarger,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,1.0,0.0,,,
9,Marx Dominguez,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,1.0,0.0,,,
10,Kevin Bueno,2021-02-17,3,COMPS,3,33.33,,,,,,,0.0,1.0,0.0,,,
11,Mary Boyce,2021-02-17,3,COMPS,3,33.33,,,,,,,0.0,1.0,0.0,,,
12,Lori Anderson,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,1.0,0.0,,,
13,Elizabeth Lester,2021-02-17,3,COMPS,3,66.67,,,,,,,0.0,1.0,1.0,,,
14,Steve Maust,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,1.0,0.0,,,
15,Kermit Lopez,2021-02-17,3,COMPS,3,33.33,,,,,,,0.0,0.0,1.0,,,
16,Aubrey Borden,2021-02-17,3,COMPS,3,33.33,,,,,,,1.0,0.0,0.0,,,
17,Darleen Abel,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,1.0,0.0,,,
18,Danny Lee,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,0.0,1.0,,,
19,Diane Belair,2021-02-17,3,COMPS,3,33.33,,,,,,,1.0,0.0,0.0,,,
20,Clyde Medley,2021-02-17,3,COMPS,3,33.33,,,,,,,1.0,0.0,0.0,,,
21,Tommy Reed,2021-02-17,3,COMPS,3,66.67,,,,,,,0.0,1.0,1.0,,,
22,Robert Francis,2021-02-17,3,COMPS,3,33.33,,,,,,,1.0,0.0,0.0,,,
23,Shaniqua Nelsen,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,0.0,1.0,,,
24,Tracy Jones,2021-02-17,3,COMPS,3,33.33,,,,,,,1.0,0.0,0.0,,,
25,Gertrude Johnson,2021-02-17,3,COMPS,3,66.67,,,,,,,0.0,1.0,1.0,,,
26,Karl Kubik,2021-02-17,3,COMPS,3,33.33,,,,,,,1.0,0.0,0.0,,,
27,Cornelius Steinberg,2021-02-17,3,COMPS,3,33.33,,,,,,,1.0,0.0,0.0,,,
28,Joan Thomas,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,1.0,0.0,,,
29,Joetta Cowden,2021-02-17,3,COMPS,3,33.33,,,,,,,1.0,0.0,0.0,,,
30,Eddy Shin,2021-02-17,3,COMPS,3,33.33,,,,,,,0.0,1.0,0.0,,,
31,Deborah Bartlebaugh,2021-02-17,3,COMPS,3,33.33,,,,,,,1.0,0.0,0.0,,,
32,James Sutton,2021-02-17,3,COMPS,3,100.0,,,,,,,1.0,1.0,1.0,,,
33,Matthew Carpenter,2021-02-17,3,COMPS,3,33.33,,,,,,,1.0,0.0,0.0,,,
34,Peter Covarrubias,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,1.0,0.0,,,
35,Dorothy Clennon,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,1.0,0.0,,,
36,Pamela Kindt,2021-02-17,3,COMPS,3,33.33,,,,,,,0.0,1.0,0.0,,,
37,Kevin Ford,2021-02-17,3,COMPS,3,33.33,,,,,,,0.0,1.0,0.0,,,
38,Sabrina Walsh,2021-02-17,3,COMPS,3,0.0,,,,,,,0.0,0.0,0.0,,,
39,Andrew Simpson,2021-02-17,3,COMPS,3,33.33,,,,,,,0.0,1.0,0.0,,,
40,Roger Barry,2021-02-17,3,COMPS,3,33.33,,,,,,,0.0,1.0,0.0,,,
41,Justin Ferguson,2021-02-17,3,COMPS,3,66.67,,,,,,,0.0,1.0,1.0,,,
42,Allan Fehlinger,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,1.0,0.0,,,
43,Glenda Vaneck,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,1.0,0.0,,,
44,Pamela Pilon,2021-02-17,3,COMPS,3,100.0,,,,,,,1.0,1.0,1.0,,,
45,Marilyn Williams,2021-02-17,3,COMPS,3,100.0,,,,,,,1.0,1.0,1.0,,,
46,Kelly Gustin,2021-02-17,3,COMPS,3,0.0,,,,,,,0.0,0.0,0.0,,,
47,Tracy Hood,2021-02-17,3,COMPS,3,33.33,,,,,,,0.0,0.0,1.0,,,
48,Amparo Kramer,2021-02-17,3,COMPS,3,33.33,,,,,,,0.0,1.0,0.0,,,
49,Diane Sanchez,2021-02-17,3,COMPS,3,100.0,,,,,,,1.0,1.0,1.0,,,
50,Ernestina Soderlund,2021-02-17,3,COMPS,3,33.33,,,,,,,0.0,0.0,1.0,,,
51,Jimmie Mulder,2021-02-17,3,COMPS,3,33.33,,,,,,,0.0,1.0,0.0,,,
52,Edward Eskind,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,0.0,1.0,,,
53,Clarence Doughtry,2021-02-17,3,COMPS,3,33.33,,,,,,,0.0,0.0,1.0,,,
54,Donna Mullins,2021-02-17,3,COMPS,3,66.67,,,,,,,0.0,1.0,1.0,,,
55,Joseph Thomas,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,0.0,1.0,,,
56,Carroll Moss,2021-02-17,3,COMPS,3,66.67,,,,,,,1.0,0.0,1.0,,,
57,James Bush,2021-02-17,3,COMPS,3,33.33,,,,,,,1.0,0.0,0.0,,,
58,Terry Ferdig,2021-02-17,3,COMPS,3,33.33,,,,,,,0.0,0.0,1.0,,,
59,Young Sweet,2021-02-17,3,COMPS,3,33.33,,,,,,,1.0,0.0,0.0,,,
60,Wendy Harmon,2021-02-17,3,COMPS,3,0.0,,,,,,,0.0,0.0,0.0,,,
1,Malinda Lumpkin,2021-02-17,4,COMPS,3,66.67,,,,,,,,,,1.0,0.0,1.0
2,Arthur Dunn,2021-02-17,4,COMPS,3,33.33,,,,,,,,,,0.0,0.0,1.0
3,William Ellis,2021-02-17,4,COMPS,3,100.0,,,,,,,,,,1.0,1.0,1.0
4,Nicole Mitchell,2021-02-17,4,COMPS,3,66.67,,,,,,,,,,1.0,0.0,1.0
5,Bruce Dawson,2021-02-17,4,COMPS,3,33.33,,,,,,,,,,0.0,1.0,0.0
6,Christopher Mcelyea,2021-02-17,4,COMPS,3,66.67,,,,,,,,,,1.0,1.0,0.0
7,David Krans,2021-02-17,4,COMPS,3,33.33,,,,,,,,,,0.0,1.0,0.0
8,Janice Borman,2021-02-17,4,COMPS,3,0.0,,,,,,,,,,0.0,0.0,0.0
9,Tina Mccosker,2021-02-17,4,COMPS,3,33.33,,,,,,,,,,0.0,0.0,1.0
10,Gloria Nelson,2021-02-17,4,COMPS,3,33.33,,,,,,,,,,0.0,1.0,0.0
11,John Crowner,2021-02-17,4,COMPS,3,66.67,,,,,,,,,,1.0,1.0,0.0
12,Shirley Hayes,2021-02-17,4,COMPS,3,0.0,,,,,,,,,,0.0,0.0,0.0
13,Ila Lecompte,2021-02-17,4,COMPS,3,0.0,,,,,,,,,,0.0,0.0,0.0
14,Michelle Dennis,2021-02-17,4,COMPS,3,0.0,,,,,,,,,,0.0,0.0,0.0
15,Rita Tritto,2021-02-17,4,COMPS,3,33.33,,,,,,,,,,1.0,0.0,0.0
16,Brian Hanna,2021-02-17,4,COMPS,3,100.0,,,,,,,,,,1.0,1.0,1.0
